72000,June,2014-06-01 22:50:36,23809,ca,4,26
72001,June,2014-06-20 21:29:00,16363,va,0,13
72002,June,2014-06-10 15:32:05,18689,ok,21,45
72003,June,2014-06-26 19:40:34,18258,oh,3,23
72004,June,2014-06-23 15:06:47,15502,sc,10,20
72005,June,2014-06-02 06:44:19,20214,co,17,10
72006,June,2014-06-17 15:30:03,17990,ca,0,25
72007,June,2014-06-13 01:23:44,19858,mi,21,23
72008,June,2014-06-29 06:40:27,22867,nv,603,26
72009,June,2014-06-13 22:02:28,20022,ca,25,18
72010,June,2014-06-10 17:40:23,20420,tx,77,21
72011,June,2014-06-04 17:36:32,19002,nj,2,34
72012,June,2014-06-27 09:18:27,24791,tx,15,40
72013,June,2014-06-01 02:49:01,16129,nc,95,30
72014,June,2014-06-20 05:43:47,21904,ca,3,14
72015,June,2014-06-21 23:13:37,16306,il,7,33
72016,June,2014-06-06 16:52:18,20153,mi,134,40
72017,June,2014-06-27 16:29:56,16406,nc,93,45
72018,June,2014-06-08 02:57:25,21930,md,0,39
72019,June,2014-06-08 16:59:34,20948,fl,0,42
72020,June,2014-06-29 01:25:59,19791,mi,0,27
72021,June,2014-06-11 22:08:58,24224,pa,164,39
72022,June,2014-06-25 16:51:15,22214,nj,43,41
72023,June,2014-06-20 09:20:13,18099,mi,279,41
72024,June,2014-06-22 23:48:55,18673,md,516,11
72025,June,2014-06-03 15:02:11,17004,nj,7,8
72026,June,2014-06-19 08:48:00,21314,fl,169,15
72027,June,2014-06-22 15:37:55,23107,wa,108,31
72028,June,2014-06-04 05:25:52,20971,mn,48,27
72029,June,2014-06-05 21:23:47,24124,md,219,17
72030,June,2014-06-22 08:02:11,19355,or,548,30
72031,June,2014-06-10 07:54:29,17382,fl,213,34
72032,June,2014-06-15 18:51:07,23386,ca,0,35
72033,June,2014-06-15 21:03:32,15318,nc,2,12
72034,June,2014-06-09 01:35:28,18913,ca,357,16
72035,June,2014-06-05 07:28:53,19398,pa,5,12
72036,June,2014-06-20 04:49:12,22351,nc,4,44
72037,June,2014-06-22 17:15:49,21184,fl,2,35
72038,June,2014-06-21 00:25:18,15272,fl,12,36
72039,June,2014-06-27 22:39:18,15985,nv,5,38
72040,June,2014-06-18 21:50:49,22338,ny,23,40
72041,June,2014-06-16 03:23:05,20457,pa,159,18
72042,June,2014-06-05 16:22:00,20004,ct,15,46
72043,June,2014-06-19 14:58:37,16679,pa,5,14
72044,June,2014-06-17 06:35:30,18959,tx,54,34
72045,June,2014-06-04 19:58:31,19413,tx,163,17
72046,June,2014-06-29 08:16:21,22274,pa,34,23
72047,June,2014-06-07 04:47:35,19486,tx,494,35
72048,June,2014-06-25 03:25:09,24803,ia,61,32
72049,June,2014-06-27 19:13:35,20593,oh,79,36
72050,June,2014-06-03 16:39:01,17156,ca,0,27
72051,June,2014-06-09 17:09:48,24019,tx,857,43
72052,June,2014-06-07 12:23:04,23379,la,25,43
72053,June,2014-06-20 00:28:37,16070,tx,53,25
72054,June,2014-06-15 15:32:54,18782,fl,852,25
72055,June,2014-06-02 11:49:47,17937,il,0,29
72056,June,2014-06-23 00:22:18,15484,ny,18,20
72057,June,2014-06-19 20:37:04,16818,ne,139,25
72058,June,2014-06-11 11:25:36,17903,ca,772,8
72059,June,2014-06-28 07:15:19,17369,ms,172,43
72060,June,2014-06-18 05:22:39,15286,ks,148,24
72061,June,2014-06-12 23:11:45,24686,ca,1,38
72062,June,2014-06-13 07:58:55,16910,mi,2,23
72063,June,2014-06-17 09:45:27,17629,ky,16,20
72064,June,2014-06-08 15:21:25,24073,nj,44,10
72065,June,2014-06-20 00:56:41,23770,ca,414,8
72066,June,2014-06-08 15:36:50,24906,tn,24,39
72067,June,2014-06-24 08:45:27,20933,me,906,44
72068,June,2014-06-24 23:54:47,23643,fl,80,39
72069,June,2014-06-18 13:03:52,21101,fl,87,43
72070,June,2014-06-28 04:15:24,24104,pa,4,19
72071,June,2014-06-26 01:27:19,24160,ct,215,27
72072,June,2014-06-03 04:00:52,23207,co,6,43
72073,June,2014-06-30 22:05:36,22384,fl,0,41
72074,June,2014-06-10 16:41:40,21342,ny,23,34
72075,June,2014-06-22 16:54:54,15173,ny,53,29
72076,June,2014-06-28 21:23:09,20424,fl,16,30
72077,June,2014-06-29 09:11:33,22222,il,18,38
72078,June,2014-06-05 10:03:43,23513,nj,578,40
72079,June,2014-06-29 21:33:31,19232,ca,1,9
72080,June,2014-06-20 19:38:50,15906,nj,1,14
72081,June,2014-06-24 08:14:41,21149,nj,2,20
72082,June,2014-06-17 14:10:44,23163,mi,31,28
72083,June,2014-06-03 15:51:54,15860,tn,63,34
72084,June,2014-06-12 03:29:26,23137,mi,5,16
72085,June,2014-06-15 05:04:42,16593,tx,138,45
72086,June,2014-06-20 14:27:08,17975,pa,7,31
72087,June,2014-06-23 12:19:55,16189,mi,192,27
72088,June,2014-06-25 16:41:14,17685,ia,7,35
72089,June,2014-06-10 12:37:11,22119,sc,2,19
72090,June,2014-06-19 01:13:04,17480,ks,0,41
72091,June,2014-06-17 17:49:20,16201,fl,10,40
72092,June,2014-06-19 13:27:27,17834,tx,18,24
72093,June,2014-06-08 04:56:09,24613,az,24,22
72094,June,2014-06-06 07:22:58,23648,fl,19,29
72095,June,2014-06-10 08:53:02,21170,pa,0,19
72096,June,2014-06-22 22:01:28,22387,ca,82,41
72097,June,2014-06-16 09:09:25,17847,co,211,9
72098,June,2014-06-10 17:27:56,20011,nj,1,11
72099,June,2014-06-27 21:30:49,20932,ca,5,20
72100,June,2014-06-20 05:07:55,20660,mo,80,29
72101,June,2014-06-07 02:48:46,24685,tn,1,12
72102,June,2014-06-08 20:07:31,19627,fl,182,43
72103,June,2014-06-10 11:23:26,21108,wa,415,41
72104,June,2014-06-11 21:57:33,23343,nc,6,28
72105,June,2014-06-02 15:32:10,23719,ia,3,34
72106,June,2014-06-14 06:16:44,18029,il,55,20
72107,June,2014-06-17 18:33:52,20207,al,609,39
72108,June,2014-06-12 02:13:00,15309,al,150,29
72109,June,2014-06-26 05:36:24,23731,mi,1,33
72110,June,2014-06-03 02:53:35,16723,ca,0,8
72111,June,2014-06-03 15:11:54,24081,co,423,32
72112,June,2014-06-08 09:18:47,20409,fl,33,33
72113,June,2014-06-06 03:24:37,20195,ca,6,45
72114,June,2014-06-22 09:58:56,20011,wa,3,39
72115,June,2014-06-13 01:10:49,24063,pa,598,27
72116,June,2014-06-18 14:23:10,17014,tx,0,33
72117,June,2014-06-03 21:14:45,18551,ca,81,24
72118,June,2014-06-13 09:49:42,19558,wi,2,20
72119,June,2014-06-17 05:23:22,15809,mi,238,45
72120,June,2014-06-15 18:26:54,23230,ny,3,35
72121,June,2014-06-04 22:19:49,19774,fl,207,13
72122,June,2014-06-15 06:39:16,15700,va,27,28
72123,June,2014-06-30 02:22:20,19962,wv,35,20
72124,June,2014-06-09 16:31:44,20925,wa,808,29
72125,June,2014-06-18 11:08:45,24991,fl,7,28
72126,June,2014-06-13 15:39:58,19131,md,791,37
72127,June,2014-06-12 20:50:37,20972,ut,444,34
72128,June,2014-06-08 21:32:24,19217,ct,0,32
72129,June,2014-06-30 21:32:27,21404,ak,4,32
72130,June,2014-06-21 03:53:34,23044,ca,327,28
72131,June,2014-06-16 22:25:02,23762,ny,6,29
72132,June,2014-06-09 18:55:58,18816,ca,10,32
72133,June,2014-06-22 23:31:36,24442,sc,4,14
72134,June,2014-06-09 10:51:36,19317,ga,2,19
72135,June,2014-06-06 22:39:02,24326,az,4,32
72136,June,2014-06-10 19:58:17,21112,oh,340,43
72137,June,2014-06-15 12:54:20,18893,fl,72,17
72138,June,2014-06-15 14:35:16,21365,ny,64,9
72139,June,2014-06-05 03:36:32,21893,ny,11,29
72140,June,2014-06-07 02:19:02,21291,nj,676,18
72141,June,2014-06-29 18:40:19,23305,nj,0,14
72142,June,2014-06-29 03:44:03,18193,ct,12,15
72143,June,2014-06-29 09:20:53,17891,ga,128,34
72144,June,2014-06-06 04:28:15,24399,md,5,41
72145,June,2014-06-16 07:58:57,19757,tn,77,43
72146,June,2014-06-28 14:18:29,17369,ga,4,43
72147,June,2014-06-17 02:49:28,19236,mn,5,13
72148,June,2014-06-23 02:05:50,20065,ma,633,44
72149,June,2014-06-17 02:51:06,19680,md,5,18
72150,June,2014-06-25 19:38:46,23742,ca,4,44
72151,June,2014-06-13 16:49:41,22063,ca,53,19
72152,June,2014-06-15 03:45:15,16754,mn,4,32
72153,June,2014-06-14 16:35:08,17449,il,28,26
72154,June,2014-06-01 23:12:18,24530,pa,39,17
72155,June,2014-06-17 11:53:34,23480,tx,3,40
72156,June,2014-06-03 01:36:50,21128,va,6,27
72157,June,2014-06-03 23:43:32,17283,ia,56,19
72158,June,2014-06-10 11:02:28,24790,ca,15,33
72159,June,2014-06-18 05:14:11,17415,nc,13,18
72160,June,2014-06-27 05:56:08,19610,or,742,44
72161,June,2014-06-22 10:37:09,15724,vt,0,28
72162,June,2014-06-30 01:19:47,23603,ok,513,38
72163,June,2014-06-24 12:58:09,22373,tn,279,25
72164,June,2014-06-30 19:45:39,21238,ok,500,35
72165,June,2014-06-27 05:24:54,16531,mn,340,8
72166,June,2014-06-07 09:19:32,24985,mi,16,21
72167,June,2014-06-29 16:54:01,16076,ca,3,45
72168,June,2014-06-30 21:58:33,22696,az,9,24
72169,June,2014-06-22 03:32:18,19473,mn,0,36
72170,June,2014-06-11 03:16:12,19487,pa,91,28
72171,June,2014-06-15 09:22:41,21306,ok,9,11
72172,June,2014-06-14 11:35:45,19287,ca,174,10
72173,June,2014-06-02 05:59:14,23600,ca,158,9
72174,June,2014-06-04 12:05:13,17218,ny,513,17
72175,June,2014-06-18 03:45:50,24108,co,238,42
72176,June,2014-06-09 08:24:15,23467,ga,125,27
72177,June,2014-06-16 07:45:28,23537,il,778,14
72178,June,2014-06-23 19:31:48,21470,il,415,24
72179,June,2014-06-25 19:50:28,20977,ny,21,38
72180,June,2014-06-04 08:25:43,16848,al,40,39
72181,June,2014-06-02 14:09:10,17751,wi,0,15
72182,June,2014-06-26 13:10:12,24474,ca,0,14
72183,June,2014-06-14 07:19:16,16936,in,598,18
72184,June,2014-06-16 08:40:35,19819,fl,41,8
72185,June,2014-06-13 20:13:28,16923,ca,69,40
72186,June,2014-06-19 08:10:45,18908,ca,85,15
72187,June,2014-06-23 08:20:40,16408,ny,20,27
72188,June,2014-06-08 17:16:52,22528,ca,66,44
72189,June,2014-06-14 04:35:49,23113,fl,144,22
72190,June,2014-06-30 08:56:26,22745,fl,197,14
72191,June,2014-06-02 05:32:14,18018,tx,519,8
72192,June,2014-06-19 09:48:55,23657,fl,10,29
72193,June,2014-06-28 23:35:25,23651,ne,41,33
72194,June,2014-06-18 04:47:36,19035,wa,35,37
72195,June,2014-06-20 00:21:35,16108,tx,10,15
72196,June,2014-06-10 08:17:22,16760,nj,0,18
72197,June,2014-06-26 21:42:47,15965,ia,22,13
72198,June,2014-06-13 15:53:27,15425,az,689,31
72199,June,2014-06-28 12:11:40,23031,ky,11,33
72200,June,2014-06-15 14:06:34,20458,ny,1,32
72201,June,2014-06-04 12:27:40,17237,va,0,30
72202,June,2014-06-26 02:24:53,21098,ny,3,42
72203,June,2014-06-06 07:13:06,20269,il,288,43
72204,June,2014-06-01 08:00:58,20007,sc,0,24
72205,June,2014-06-15 18:50:17,23297,pa,236,14
72206,June,2014-06-04 08:11:04,24883,nm,5,17
72207,June,2014-06-20 00:37:47,17984,ca,127,23
72208,June,2014-06-21 20:25:48,20510,tx,38,13
72209,June,2014-06-14 08:37:25,17892,tx,0,33
72210,June,2014-06-12 12:02:07,21127,mt,318,21
72211,June,2014-06-15 01:18:29,21478,ga,1,14
72212,June,2014-06-01 08:27:08,19432,ca,8,39
72213,June,2014-06-29 22:26:05,23704,nc,0,12
72214,June,2014-06-17 10:59:18,15587,or,12,39
72215,June,2014-06-29 22:37:38,19620,oh,41,29
72216,June,2014-06-22 02:11:26,24748,ok,10,21
72217,June,2014-06-20 03:38:30,19083,fl,192,20
72218,June,2014-06-07 08:54:24,16026,ny,193,15
72219,June,2014-06-03 16:46:05,24041,vt,270,12
72220,June,2014-06-01 03:58:03,17702,ky,53,28
72221,June,2014-06-11 20:00:13,15351,ca,2,16
72222,June,2014-06-07 22:26:09,23761,ks,121,40
72223,June,2014-06-30 23:58:48,23957,oh,370,32
72224,June,2014-06-09 14:39:58,23312,wi,47,17
72225,June,2014-06-11 09:27:40,20450,nj,187,14
72226,June,2014-06-18 10:39:19,23434,ct,368,30
72227,June,2014-06-16 04:46:28,18002,wa,0,28
72228,June,2014-06-14 15:15:54,16596,tn,33,11
72229,June,2014-06-16 23:44:02,23934,tx,53,31
72230,June,2014-06-18 20:17:25,22475,tx,623,41
72231,June,2014-06-28 23:58:04,16568,va,455,37
72232,June,2014-06-05 11:46:24,20695,mt,51,31
72233,June,2014-06-21 03:34:27,17182,pa,1,26
72234,June,2014-06-12 18:00:15,23131,pa,9,10
72235,June,2014-06-22 23:09:19,17687,va,0,27
72236,June,2014-06-25 13:37:15,21279,de,42,39
72237,June,2014-06-22 17:18:56,22540,nh,8,33
72238,June,2014-06-10 10:39:22,16243,tn,574,11
72239,June,2014-06-25 17:56:21,19749,ia,5,20
72240,June,2014-06-25 09:37:23,22080,fl,413,31
72241,June,2014-06-10 12:22:55,20410,wa,166,27
72242,June,2014-06-17 03:47:02,15924,wi,1,22
72243,June,2014-06-27 12:25:01,22511,nv,15,14
72244,June,2014-06-30 17:56:12,23168,ms,6,27
72245,June,2014-06-09 02:34:34,18245,il,5,41
72246,June,2014-06-04 12:35:35,15027,wi,184,31
72247,June,2014-06-18 16:33:28,17388,tx,0,46
72248,June,2014-06-17 03:08:14,23768,mi,3,41
72249,June,2014-06-16 15:57:05,23817,oh,4,15
72250,June,2014-06-20 05:48:38,22963,mn,384,14
72251,June,2014-06-12 20:42:19,16587,in,308,16
72252,June,2014-06-05 21:39:04,20201,pa,97,45
72253,June,2014-06-18 20:25:04,20140,tx,461,23
72254,June,2014-06-02 06:22:54,23975,ky,11,29
72255,June,2014-06-19 08:44:55,15900,tx,7,36
72256,June,2014-06-10 08:20:48,24615,ny,114,40
72257,June,2014-06-07 00:23:09,22296,co,90,31
72258,June,2014-06-09 19:11:08,18736,il,2,28
72259,June,2014-06-08 09:33:25,18737,tx,5,14
72260,June,2014-06-29 15:28:18,24310,nj,1,36
72261,June,2014-06-17 09:19:16,19393,ga,3,15
72262,June,2014-06-08 10:06:22,24712,tx,0,46
72263,June,2014-06-27 16:32:07,23518,co,298,46
72264,June,2014-06-27 00:06:57,23645,ms,1,45
72265,June,2014-06-09 23:25:45,18473,ca,5,38
72266,June,2014-06-23 15:08:20,17486,ny,204,11
72267,June,2014-06-25 23:57:19,24440,md,4,39
72268,June,2014-06-10 01:51:35,21872,fl,40,36
72269,June,2014-06-22 21:48:02,15396,oh,105,35
72270,June,2014-06-03 15:11:33,15556,ar,15,43
72271,June,2014-06-13 20:15:31,20660,fl,1,38
72272,June,2014-06-06 12:59:30,21108,nj,19,33
72273,June,2014-06-25 21:03:56,18470,tx,82,31
72274,June,2014-06-26 13:54:02,22833,il,2,18
72275,June,2014-06-14 10:56:56,23305,tn,1,23
72276,June,2014-06-13 21:14:57,21466,nc,10,28
72277,June,2014-06-22 06:51:33,23496,va,54,21
72278,June,2014-06-20 09:37:31,17550,tx,2,37
72279,June,2014-06-25 09:59:38,17107,ct,15,31
72280,June,2014-06-04 13:57:27,24298,tx,859,10
72281,June,2014-06-24 09:29:08,17574,nj,174,20
72282,June,2014-06-16 01:29:07,24038,va,16,43
72283,June,2014-06-22 18:07:26,20579,oh,14,16
72284,June,2014-06-24 13:40:53,17666,tx,4,46
72285,June,2014-06-28 12:23:23,18612,mn,331,25
72286,June,2014-06-20 19:22:24,19709,me,0,42
72287,June,2014-06-06 08:53:36,17875,mi,34,24
72288,June,2014-06-24 17:42:43,16862,ky,3,44
72289,June,2014-06-27 05:12:25,21685,ar,2,44
72290,June,2014-06-30 18:55:22,16404,mn,0,26
72291,June,2014-06-28 15:51:05,16980,ga,3,44
72292,June,2014-06-30 18:32:14,23675,nc,5,11
72293,June,2014-06-25 19:36:06,16530,pa,320,11
72294,June,2014-06-29 02:31:46,24947,ca,181,41
72295,June,2014-06-16 17:50:01,16404,ca,69,37
72296,June,2014-06-10 03:45:32,20223,ma,17,33
72297,June,2014-06-03 14:19:50,17087,al,460,27
72298,June,2014-06-01 22:42:37,21332,ca,2,18
72299,June,2014-06-15 10:50:49,15981,oh,43,29
72300,June,2014-06-27 10:09:04,20584,ga,544,38
72301,June,2014-06-24 21:43:28,16637,mo,17,45
72302,June,2014-06-09 10:04:04,22480,tn,4,10
72303,June,2014-06-30 19:48:57,23181,mi,213,39
72304,June,2014-06-09 17:05:07,20744,ca,27,18
72305,June,2014-06-11 19:56:28,17238,ia,150,10
72306,June,2014-06-09 05:24:04,21124,wa,460,44
72307,June,2014-06-29 05:20:07,24865,ny,38,31
72308,June,2014-06-07 01:51:52,16895,ga,1,13
72309,June,2014-06-02 12:58:12,18415,mo,480,33
72310,June,2014-06-09 12:21:01,22130,az,1,8
72311,June,2014-06-14 15:31:20,21307,ga,4,17
72312,June,2014-06-29 14:22:34,21551,dc,1,15
72313,June,2014-06-06 13:16:55,22057,fl,5,26
72314,June,2014-06-18 03:44:22,17741,wi,545,37
72315,June,2014-06-18 07:36:05,17661,wi,562,29
72316,June,2014-06-18 07:16:11,21088,il,370,34
72317,June,2014-06-29 06:03:16,24395,ny,19,37
72318,June,2014-06-11 19:40:38,16039,ny,254,33
72319,June,2014-06-18 13:38:23,19945,mo,8,32
72320,June,2014-06-05 23:08:42,22019,tx,9,39
72321,June,2014-06-30 20:19:36,19499,ga,280,44
