67212,June,10001,ca,909,13
70302,June,10004,ga,420,11
69090,June,10011,fl,44,76
68834,June,10012,ar,0,81
71220,June,10018,az,411,24
61287,June,1001,nj,104,134
68553,June,10021,ca,117,67
68109,June,10022,tx,337,10
68526,June,10025,mi,11,63
69362,June,10028,tx,430,65
68624,June,10030,fl,808,51
67250,June,10030,ma,449,63
68390,June,10031,va,7,42
68299,June,10038,ny,451,66
69995,June,10046,la,683,59
69989,June,10047,ny,19,42
70069,June,10047,oh,49,77
68028,June,10048,wi,296,51
70141,June,10049,il,113,67
68787,June,10057,fl,461,83
68226,June,10058,oh,198,79
63192,June,1005,ca,444,58
67606,June,10066,pa,507,77
71908,June,10068,pa,207,82
60583,June,1006,ut,30,111
69316,June,10075,fl,71,65
71555,June,10079,ky,433,32
71348,June,10079,tx,132,17
63524,June,1007,az,40,39
61830,June,1007,fl,919,107
70956,June,10080,tx,921,60
69942,June,10085,tx,261,44
68339,June,10087,oh,727,10
62844,June,1008,mo,564,129
68209,June,10090,nc,181,35
71168,June,10093,ct,300,91
67005,June,10094,nv,2,40
67181,June,10094,ny,3,15
68280,June,10097,in,866,71
68841,June,10097,me,871,67
60994,June,1009,ny,381,155
70004,June,10102,tn,349,62
69179,June,10104,ny,268,18
68368,June,10108,md,19,67
68809,June,10109,co,385,41
64789,June,1010,nm,390,151
62413,June,1010,nv,169,101
64665,June,1010,ok,136,136
60834,June,1010,va,240,42
70661,June,10110,ky,163,52
71548,June,10119,wi,328,87
68288,June,10120,va,54,86
69691,June,10121,ny,577,11
71662,June,10123,mo,153,19
70378,June,10135,nc,879,55
67422,June,10137,fl,139,23
69785,June,10137,va,401,77
66351,June,1013,md,107,58
68117,June,10141,mi,89,25
68329,June,10144,fl,1,84
68748,June,10145,mi,190,78
68550,June,10147,co,237,57
68674,June,10148,me,14,91
70515,June,10149,ca,33,76
70869,June,10149,sc,459,27
67227,June,10149,wa,634,54
60709,June,1014,ny,225,58
67620,June,10150,nj,8,62
71044,June,10152,ca,477,47
69336,June,10153,ny,244,45
71474,June,10156,ny,261,89
64543,June,1015,fl,109,142
61135,June,1015,la,370,132
62836,June,1015,ny,22,90
70023,June,10160,il,218,31
71580,June,10165,mo,814,61
71246,June,10166,ca,529,15
67508,June,10166,ri,186,69
71599,June,10166,tx,698,46
68824,June,10167,la,97,86
68352,June,10169,ga,41,20
69773,June,10171,ky,399,23
67086,June,10171,md,475,13
71873,June,10174,wv,371,40
67530,June,10176,ny,475,16
71808,June,10177,ga,50,88
68900,June,10177,va,474,86
68345,June,10178,md,573,81
61187,June,1017,fl,281,13
70729,June,10181,va,63,84
71063,June,10182,ny,927,89
71969,June,10186,ny,19,59
67782,June,10186,tx,798,47
67549,June,10187,ca,66,45
70062,June,10188,va,316,56
69300,June,10189,ca,754,90
70760,June,10194,ny,361,28
71140,June,10194,oh,634,94
70935,June,10196,ct,12,27
65779,June,1019,ca,469,123
63899,June,1019,mn,429,10
67414,June,10200,ny,516,83
69410,June,10208,in,159,71
67131,June,10209,ca,137,46
66375,June,1020,al,311,140
61125,June,1020,in,49,55
60362,June,1020,ny,579,55
71907,June,10214,ny,420,68
67876,June,10215,ar,148,67
67332,June,10217,in,228,26
69961,June,10219,ne,133,44
60742,June,1021,mn,282,12
65096,June,1021,oh,299,140
69381,June,10224,fl,23,49
68659,June,10224,pa,144,66
70364,June,10226,ca,13,32
69560,June,10228,ca,207,54
71625,June,10229,co,403,38
70073,June,10229,tn,326,53
65700,June,1022,al,620,136
60400,June,1022,ky,719,31
67028,June,10239,il,463,12
61676,June,1023,ma,524,86
70980,June,10240,nj,166,31
71746,June,10241,ny,878,10
67866,June,10241,oh,130,37
70559,June,10243,pa,539,67
67708,June,10247,nj,123,41
68605,June,10248,ca,29,77
65864,June,1024,az,249,33
60961,June,1024,fl,210,133
61591,June,1024,oh,461,70
61458,June,1024,tx,431,81
70108,June,10251,az,717,42
69046,June,10252,mo,409,75
68287,June,10257,wv,72,25
70866,June,10259,ga,14,90
62490,June,1025,ga,698,103
62721,June,1025,mi,643,48
62572,June,1025,mn,9,73
63494,June,1025,ny,438,92
64829,June,1025,tx,1,141
68074,June,10261,pa,33,19
68543,June,10261,wi,59,44
69772,June,10265,ga,193,48
67205,June,10265,oh,687,52
67634,June,10268,pa,17,16
70346,June,10268,tn,46,56
62173,June,1026,mi,323,24
65261,June,1026,tx,57,16
69471,June,10277,ca,35,12
71564,June,10278,ca,101,52
70029,June,10278,or,537,66
61675,June,1027,ca,403,145
63243,June,1027,pa,118,49
60774,June,1027,wv,542,30
68693,June,10282,il,472,65
69003,June,10283,ar,337,72
70556,June,10283,ia,502,12
69536,June,10286,ca,392,28
65950,June,1028,nc,622,38
60690,June,1028,wi,305,132
71107,June,10292,ca,190,74
71754,June,10292,in,799,41
71659,June,10296,al,172,38
70051,June,10298,wi,539,16
68024,June,10299,nj,259,67
69483,June,10305,fl,42,11
71334,June,10305,in,0,16
71552,June,10305,oh,616,39
67778,June,10308,ar,461,63
64477,June,1030,fl,868,98
64316,June,1030,id,570,93
71887,June,10312,ca,796,51
67832,June,10312,il,562,25
71711,June,10316,ca,356,50
71764,June,10317,co,50,88
67621,June,10318,in,78,47
69569,June,10318,tx,694,49
63623,June,1031,ca,532,101
65686,June,1031,fl,49,106
66583,June,1031,id,209,21
62517,June,1031,ok,41,50
63339,June,1031,or,812,25
66908,June,1031,tn,395,118
71231,June,10326,nh,214,49
71898,June,10327,co,92,10
62628,June,1032,co,36,38
70968,June,10331,az,84,23
70490,June,10333,ca,426,37
70452,June,10335,wi,69,28
67584,June,10337,mi,694,63
71315,June,10339,ca,20,81
65060,June,1033,az,590,142
64181,June,1033,fl,701,142
63603,June,1033,mt,251,128
69454,June,10341,nm,27,69
67392,June,10346,ca,179,66
69865,June,10347,il,42,21
70878,June,10347,nj,329,64
67553,June,10348,ca,1,75
71894,June,10349,ca,636,81
63796,June,1034,ca,335,69
61026,June,1034,mi,3,75
62747,June,1034,pa,20,21
69782,June,10351,ky,2,22
70747,June,10352,wi,14,22
69205,June,10355,wi,329,22
64801,June,1035,ny,26,116
67188,June,10360,in,538,85
71929,June,10360,ms,418,27
67886,June,10364,in,86,19
67293,June,10365,wa,226,63
68439,June,10369,ca,124,9
60647,June,1036,nc,279,136
71660,June,10370,sd,1,34
67855,June,10371,ct,3,14
67740,June,10372,ga,9,71
71881,June,10373,al,687,92
69509,June,10373,md,593,43
69728,June,10375,oh,482,75
69187,June,10377,co,466,10
68094,June,10379,nc,22,50
61464,June,1037,mi,111,138
68818,June,10387,ca,564,74
70470,June,10389,ca,800,80
65226,June,1038,ok,804,123
61023,June,1038,ut,62,148
70678,June,10393,wi,6,24
69455,June,10394,co,904,36
69167,June,10396,il,361,23
68251,June,10399,ca,38,28
69492,June,10399,va,890,94
65780,June,1039,az,657,105
64009,June,1039,ca,12,118
66105,June,1039,ny,43,24
70090,June,10401,pa,16,60
70215,June,10409,wa,126,60
64992,June,1040,mi,78,88
60125,June,1040,sd,530,45
69394,June,10411,ca,0,55
69620,June,10412,ca,169,60
64756,June,1041,az,418,34
66780,June,1041,la,107,90
64290,June,1041,la,3,121
61908,June,1041,mt,317,107
67184,June,10420,sc,9,28
68419,June,10423,ga,424,30
67563,June,10426,tn,356,77
70795,June,10427,fl,234,35
69011,June,10427,sd,810,25
69548,June,10428,pa,632,85
67881,June,10430,in,7,65
67351,June,10430,ma,316,70
70040,June,10431,ut,178,31
69866,June,10432,ia,18,54
69393,June,10433,pa,356,86
71480,June,10435,tx,46,22
68400,June,10436,ny,622,94
62248,June,1043,wv,523,44
69144,June,10440,ca,82,35
70053,June,10440,tn,820,52
68746,June,10445,ca,92,61
70688,June,10448,pa,12,26
63157,June,1044,co,784,127
64874,June,1044,fl,217,138
65978,June,1044,tx,404,121
68898,June,10450,fl,542,75
70307,June,10452,mo,243,59
70812,June,10454,al,202,94
70002,June,10455,oh,772,37
68348,June,10456,ca,913,72
70413,June,10458,tx,629,75
62818,June,1045,ma,74,101
64706,June,1045,mn,51,130
60569,June,1045,tx,825,52
71190,June,10460,ny,419,50
71409,June,10465,ia,370,23
70496,June,10467,co,80,82
71520,June,10467,ut,221,16
67784,June,10468,in,222,17
71069,June,10468,tx,133,37
65330,June,1046,co,288,144
60545,June,1046,ma,201,14
67507,June,10471,nj,335,12
68397,June,10472,ct,387,73
71250,June,10473,fl,892,39
69697,June,10473,tx,1,42
67213,June,10477,ca,297,20
65514,June,1047,nj,52,48
64472,June,1047,oh,540,77
61404,June,1047,pa,438,61
71791,June,10481,tx,2,62
69746,June,10483,ny,17,19
69282,June,10485,la,3,80
68512,June,10489,ca,120,14
68895,June,10489,pa,156,63
63343,June,1048,wv,76,106
70501,June,10491,fl,37,77
68807,June,10494,ny,192,49
62988,June,1049,mn,235,26
63155,June,1049,oh,139,101
60933,June,1049,tn,893,23
68151,June,10504,ca,157,77
68222,June,10506,il,851,10
69244,June,10506,ky,587,61
71266,June,10506,pa,111,92
64438,June,1050,tn,256,15
70952,June,10512,ca,708,10
68684,June,10512,il,709,74
69724,June,10516,oh,23,33
63879,June,1051,ca,0,142
60461,June,1051,ca,495,93
60325,June,1051,fl,13,85
62619,June,1051,ma,631,149
71425,June,10522,co,264,88
68730,June,10523,ny,129,40
69543,June,10527,co,47,89
61673,June,1052,ca,610,80
61604,June,1052,ky,3,118
68243,June,10530,fl,509,31
71931,June,10534,ca,64,43
68196,June,10534,oh,205,27
71357,June,10535,va,723,48
71194,June,10536,sc,214,70
63662,June,1053,ca,399,123
63027,June,1053,ct,179,44
65972,June,1053,mo,75,99
68966,June,10543,wa,141,94
67076,June,10547,va,342,73
71518,June,10549,sc,162,89
67243,June,10553,il,470,69
70700,June,10561,ia,695,76
67232,June,10561,va,313,37
71656,June,10565,ga,109,69
70920,June,10568,al,0,89
69013,June,10568,az,579,54
68224,June,10575,tx,110,88
68783,June,10576,ar,44,39
67464,June,10576,tn,83,13
68614,June,10577,ia,40,71
68427,June,10579,tx,106,38
63641,June,1057,ma,219,77
62565,June,1057,ms,425,24
69024,June,10583,ca,5,46
71229,June,10584,ks,706,34
70497,June,10584,tx,856,16
67743,June,10587,ca,0,74
70595,June,10588,il,12,60
71030,June,10589,il,346,21
65661,June,1058,co,356,10
60261,June,1058,ga,68,139
61851,June,1058,tn,15,151
67582,June,10590,tx,6,59
68880,June,10591,ny,692,15
71340,June,10591,wa,0,25
67797,June,10595,ga,397,55
69186,June,10598,fl,45,52
70186,June,10598,ma,28,46
67540,June,10600,nj,203,50
71722,June,10600,tx,681,87
70024,June,10602,md,405,83
70403,June,10603,ca,314,46
68113,June,10603,ms,831,50
70180,June,10604,tn,202,74
70713,June,10608,ar,20,66
68511,June,10609,ca,9,94
61902,June,1060,ga,4,60
61944,June,1060,nh,17,65
64096,June,1060,ok,499,67
71997,June,10611,ma,271,20
69541,June,10615,pa,862,69
67937,June,10616,co,14,50
71162,June,10617,ia,843,78
71940,June,10617,pa,421,91
69396,June,10618,va,15,44
71559,June,10620,tn,16,94
71701,June,10627,pa,6,13
69720,June,10627,tx,12,40
67127,June,10627,tx,162,54
68697,June,10628,la,153,94
70702,June,10629,wi,0,40
61104,June,1062,in,34,50
63744,June,1062,la,76,53
66949,June,1062,mi,780,99
63302,June,1062,tx,884,109
67858,June,10632,ny,17,92
69926,June,10633,md,690,90
70376,June,10633,mi,596,25
68174,June,10635,il,0,27
67555,June,10636,nc,466,15
60233,June,1063,ca,867,77
71004,June,10643,md,144,91
68104,June,10644,az,62,54
68992,June,10644,ca,121,88
71651,June,10645,ca,881,28
60226,June,1064,fl,387,147
61500,June,1064,ma,6,109
63457,June,1064,ny,588,127
69526,June,10650,oh,614,63
69838,June,10651,va,13,89
68871,June,10653,ny,634,65
70381,June,10656,ga,37,10
69140,June,10659,ma,699,56
67610,June,10660,tx,698,41
68750,June,10662,ne,14,63
69723,June,10665,nj,203,58
69356,June,10666,nj,601,33
71949,June,10667,tn,72,91
64361,June,1066,ca,729,54
66378,June,1066,mi,437,148
64643,June,1066,pa,0,157
61815,June,1066,sd,24,30
70643,June,10671,ca,20,59
70460,June,10673,ca,345,45
63086,June,1067,ny,824,154
61797,June,1067,pa,327,100
71085,June,10680,ks,226,65
67877,June,10681,tx,1,10
67596,June,10683,fl,288,67
69188,June,10683,wi,882,81
68333,June,10688,ca,6,39
67804,June,10689,ga,4,44
66443,June,1068,ca,304,101
67899,June,10691,nc,47,61
67462,June,10691,nj,18,73
69646,June,10694,oh,18,81
67012,June,10695,fl,65,66
69826,June,10696,ca,513,94
70568,June,10696,nc,150,50
70241,June,10697,ca,57,23
63692,June,1069,va,157,103
71353,June,10702,wa,678,76
71802,June,10704,ca,589,64
68811,June,10707,va,831,76
68029,June,10709,oh,694,60
63724,June,1070,tx,15,16
71536,June,10715,tx,581,50
66898,June,1071,ca,121,12
63666,June,1071,tx,791,153
70184,June,10720,ca,610,52
70691,June,10721,va,224,14
71699,June,10726,az,401,76
69281,June,10726,nc,0,46
67711,June,10727,nj,3,75
69852,June,10728,ca,15,71
69163,June,10728,il,190,92
64824,June,1072,ar,359,139
60004,June,1072,ky,866,134
68261,June,10730,ga,581,45
68539,June,10736,ma,793,65
67590,June,10738,fl,780,37
62247,June,1073,ca,381,81
68486,June,10741,id,440,94
71628,June,10747,ky,279,61
65551,June,1074,fl,135,134
69904,June,10751,ca,7,55
71863,June,10751,nc,76,31
68399,June,10753,nj,417,14
69486,June,10754,mi,488,59
68015,June,10755,oh,217,60
67104,June,10759,tx,181,61
69556,June,10759,tx,640,13
66088,June,1075,ny,27,60
65693,June,1075,ny,82,124
64958,June,1075,sc,939,77
66976,June,1075,tx,158,92
70557,June,10760,nc,176,87
71512,June,10760,tn,251,50
69791,June,10767,ca,83,37
70156,June,10767,tn,275,38
65736,June,1076,la,332,28
64178,June,1076,ma,696,136
63453,June,1076,wa,408,49
68789,June,10770,ny,882,81
69871,June,10778,il,845,44
70063,June,10779,fl,13,36
70009,June,10779,wa,449,55
60811,June,1077,in,186,101
67641,June,10780,mn,35,27
71913,June,10780,tn,36,12
69243,June,10782,ga,372,12
71219,June,10783,ny,68,30
69371,June,10783,ny,798,90
70084,June,10784,oh,547,79
69605,June,10788,sc,382,76
68244,June,10789,nv,371,53
61594,June,1078,az,327,137
60732,June,1078,tn,481,64
