30981,March,10001,fl,6,70
33659,March,10004,tx,299,36
33732,March,10005,co,854,15
30651,March,10011,la,866,28
29625,March,10012,wa,93,22
29737,March,10018,ga,564,59
30413,March,10019,ny,251,62
23619,March,1001,az,259,58
22567,March,1001,fl,479,131
25008,March,1001,md,6,70
24963,March,1001,tx,855,104
29436,March,10021,wv,686,81
29646,March,10023,fl,824,23
30445,March,10024,in,601,8
30889,March,10028,mt,775,35
22189,March,1002,ia,737,77
31658,March,10030,tx,294,24
30228,March,10031,fl,2,14
29986,March,10033,nm,286,42
33877,March,10035,ny,126,66
23667,March,1003,il,266,36
22788,March,1003,tx,795,124
29087,March,10042,mi,50,51
30914,March,10043,wi,562,9
30886,March,10046,nd,31,42
31886,March,10046,sd,0,60
33838,March,10046,tx,261,21
33913,March,10047,ma,435,44
27315,March,1004,ca,359,12
28280,March,1004,co,0,24
23151,March,1004,il,120,61
25053,March,1004,nj,531,85
32973,March,10050,ct,631,39
30978,March,10053,ca,557,28
29937,March,10053,ny,777,20
33938,March,10055,ca,81,18
33955,March,10057,tx,107,78
31889,March,10059,fl,159,57
29392,March,10059,fl,532,69
31741,March,10059,wi,528,47
23800,March,1005,mi,53,15
23642,March,1005,ny,729,69
30829,March,10060,ca,358,16
31100,March,10061,ok,170,65
32511,March,10061,tx,364,51
29452,March,10063,wi,2,21
29596,March,10065,nh,76,60
29142,March,10066,nm,55,56
30879,March,10066,tx,0,27
29817,March,10067,va,811,33
22807,March,1006,ga,319,80
27321,March,1006,ga,6,134
22167,March,1006,wi,274,93
31819,March,10073,mo,325,8
30774,March,10075,tx,948,29
33528,March,10076,ca,59,31
31195,March,10077,fl,408,49
31553,March,10078,ma,468,10
31070,March,10079,oh,645,43
27425,March,1007,fl,664,69
25011,March,1007,nv,947,67
23533,March,1007,pa,591,11
25162,March,1007,va,812,15
33401,March,10085,tx,2,8
29743,March,10086,ny,8,54
33917,March,10086,tx,127,59
33535,March,10087,ca,104,67
31394,March,10088,va,9,40
22980,March,1008,pa,140,96
28158,March,1008,tx,207,39
32428,March,10092,fl,294,14
29025,March,10092,ms,358,35
31679,March,10093,oh,479,44
32046,March,10094,mt,453,52
32367,March,10094,oh,127,71
33803,March,10099,ca,939,44
24172,March,1009,ca,486,56
27088,March,1009,il,918,77
23771,March,1009,ny,530,136
25235,March,1009,tx,436,79
31492,March,10101,in,559,38
30925,March,10102,ca,300,67
31063,March,10102,nv,886,64
33171,March,10104,ca,902,39
33243,March,10106,oh,886,82
26695,March,1010,ny,487,75
31710,March,10113,mi,248,77
30339,March,10114,ut,465,37
30132,March,10117,tx,747,35
31460,March,10118,ga,615,68
32616,March,10119,tx,81,55
25971,March,1011,il,62,115
24646,March,1011,tx,491,38
33700,March,10123,ca,546,47
31036,March,10123,il,38,32
31323,March,10128,in,627,39
30989,March,10128,sc,6,81
29896,March,10128,tx,110,17
22836,March,1012,oh,206,62
32920,March,10133,ga,122,36
32601,March,10133,nj,217,78
31965,March,10134,vt,450,54
29498,March,10137,fl,140,37
33852,March,10139,co,652,22
26419,March,1013,tx,221,40
31401,March,10142,az,0,53
31027,March,10142,tx,53,66
33628,March,10143,me,4,11
33103,March,10143,nh,563,77
30319,March,10144,tx,8,49
23951,March,1014,mt,241,124
22210,March,1014,oh,394,118
25070,March,1014,ut,904,14
29627,March,10153,id,301,16
30840,March,10153,mi,350,40
31616,March,10153,tx,848,46
29740,March,10154,mi,552,58
31575,March,10156,nm,456,48
32876,March,10156,wy,273,14
33790,March,10157,ca,329,53
32657,March,10158,ca,511,65
29232,March,10159,ny,130,61
33156,March,10159,tx,48,17
25006,March,1015,mt,559,51
31054,March,10164,mn,933,82
31762,March,10168,wi,368,57
23168,March,1016,fl,189,121
26041,March,1016,fl,36,47
28607,March,1016,ny,470,85
24939,March,1016,tx,761,62
33716,March,10171,nj,811,18
33737,March,10172,co,442,56
32272,March,10174,tn,26,48
29709,March,10175,ny,65,23
30818,March,10178,co,41,68
30704,March,10178,co,768,37
33370,March,10179,nj,274,35
27818,March,1017,ia,517,108
33992,March,10181,nm,109,66
31484,March,10183,il,311,62
31984,March,10188,de,3,61
23899,March,1018,fl,668,23
32948,March,10190,il,724,38
30819,March,10193,nj,311,13
33895,March,10195,ca,108,26
32171,March,10196,or,236,13
30078,March,10197,ok,363,43
31297,March,10197,tn,728,15
22135,March,1019,co,37,49
24776,March,1019,co,53,26
25468,March,1019,fl,645,97
23244,March,1019,tx,174,30
33339,March,10200,ga,0,40
32675,March,10204,md,523,14
33450,March,10205,fl,691,56
31189,March,10206,va,246,27
29294,March,10209,ny,0,39
23572,March,1020,nj,374,127
33040,March,10211,pa,279,64
31865,March,10212,az,155,64
33761,March,10213,ca,365,55
29918,March,10213,sc,860,30
33019,March,10213,tx,301,62
32397,March,10214,il,43,42
31777,March,10215,me,258,24
30393,March,10218,la,92,33
32160,March,10219,ca,583,48
22063,March,1021,fl,72,72
33721,March,10223,mn,85,80
32985,March,10224,tx,446,30
31745,March,10225,ct,515,57
33369,March,10226,ca,403,10
29059,March,10226,fl,72,41
30335,March,10228,ca,111,67
29071,March,10229,me,46,58
23430,March,1022,ga,323,92
27343,March,1022,mo,489,60
26130,March,1022,ut,804,38
33464,March,10232,ny,750,16
31013,March,10235,pa,614,41
33568,March,10237,il,481,71
29026,March,10237,ny,138,48
30296,March,10238,va,195,31
26120,March,1023,az,276,134
28027,March,1023,mi,199,24
24867,March,1023,mn,288,102
33703,March,10242,tx,778,49
33372,March,10244,tn,4,48
33757,March,10246,ok,775,8
31257,March,10247,mi,32,60
33506,March,10249,ks,445,54
33062,March,10253,ca,624,17
33352,March,10253,ms,149,12
30439,March,10253,ne,488,34
31010,March,10256,il,0,69
29183,March,10257,ky,615,64
30977,March,10257,la,691,59
32013,March,10258,fl,6,22
26396,March,1025,mi,153,13
26005,March,1025,wi,9,22
29904,March,10261,ca,928,57
31648,March,10262,ca,46,9
33331,March,10264,fl,452,17
29159,March,10265,fl,618,43
32538,March,10266,ct,636,32
29969,March,10269,pa,289,57
26530,March,1026,mo,305,16
